shopNo,distCode,district_name,officeCode_txn,office_name,noOfRcs,noOfTrans,total_rice,wheat,sugar,rgdal,kerosene,salt,totalAmount,otherShopTransCnt,totalRcs,totalUnits,utilization_ratio,rice_wheat_ratio,portability_ratio,commodity_total,longitude,latitude,fpsStatus,fpsType,cluster_id,pca1,pca2,dbscan_label,is_anomaly,cluster_persona,cluster_avg_utilization,utilization_gap,utilization_gap_abs,peer_anomaly_flag
1677752,536,Hyderabad,536077,Khairatabad-7,1230.0,1232.0,27274.0,4436.0,64.0,0.0,0.0,0.0,31916.0,1213.0,833.0,3132.0,1.4789915966386555,6.148331830477908,0.984577922077922,31774.0,78.431945,17.409035,Active,Normal Shop,1,9.919631230281176,5.092846018073726,-1,1,Portability Hub,1.1362342413867519,0.34275735525190365,0.34275735525190365,0
1677756,536,Hyderabad,536077,Khairatabad-7,1578.0,1610.0,35276.0,3001.0,90.0,0.0,0.0,0.0,22222.0,1491.0,1067.0,3816.0,1.5089034676663542,11.754748417194268,0.9260869565217391,38367.0,78.410649,17.449921,Active,Normal Shop,1,11.7484714002728,2.954775407193444,-1,1,Portability Hub,1.1362342413867519,0.3726692262796023,0.3726692262796023,0
1677766,536,Hyderabad,536077,Khairatabad-7,1422.0,1423.0,30594.0,4581.0,87.0,0.0,0.0,0.0,33241.5,1022.0,1154.0,4023.0,1.233102253032929,6.6784544859201045,0.7182009838369642,35262.0,78.432049,17.433967,Active,Normal Shop,1,11.356163537708545,4.75384088176912,-1,1,Portability Hub,1.1362342413867519,0.09686801164617709,0.09686801164617709,0
1677775,536,Hyderabad,536077,Khairatabad-7,137.0,137.0,2691.0,540.0,7.0,0.0,0.0,0.0,3874.5,125.0,811.0,2998.0,0.16892725030826142,4.983333333333333,0.9124087591240876,3238.0,78.421511,17.449518,Active,Normal Shop,0,-0.05165410603835689,1.1038946059234316,0,0,High Utilization Shops,1.1202724129566903,-0.9513451626484289,0.9513451626484289,1
1677776,536,Hyderabad,536077,Khairatabad-7,1680.0,1694.0,36129.0,5998.0,41.0,0.0,0.0,0.0,42539.5,1474.0,1125.0,3939.0,1.5057777777777779,6.023507835945315,0.8701298701298701,42168.0,78.424264,17.441293,Active,Normal Shop,1,13.602988203730543,4.634006860254629,-1,1,Portability Hub,1.1362342413867519,0.369543536391026,0.369543536391026,0
1677792,536,Hyderabad,536077,Khairatabad-7,1716.0,1716.0,38213.0,5306.0,75.0,0.0,0.0,0.0,38154.5,1360.0,1198.0,4036.0,1.4323873121869783,7.201846965699208,0.7925407925407926,43594.0,78.43183,17.409341,Active,Normal Shop,1,13.732510792737331,4.560039706489952,-1,1,Portability Hub,1.1362342413867519,0.29615307080022646,0.29615307080022646,0
1677797,536,Hyderabad,536077,Khairatabad-7,1644.0,1650.0,35891.0,5330.0,71.0,0.0,0.0,0.0,38268.5,1234.0,1215.0,4042.0,1.3580246913580247,6.7337711069418384,0.7478787878787879,41292.0,78.427928,17.423862,Active,Normal Shop,1,13.131423665967553,4.578939033881974,-1,1,Portability Hub,1.1362342413867519,0.22179044997127284,0.22179044997127284,0
1677803,536,Hyderabad,536077,Khairatabad-7,1143.0,1143.0,24397.0,695.0,13.0,0.0,0.0,0.0,5040.5,1095.0,1220.0,4386.0,0.9368852459016394,35.103597122302155,0.958005249343832,25105.0,78.441154,17.413417,Active,Normal Shop,1,6.984146721495396,-1.4160697957797677,-1,1,Portability Hub,1.1362342413867519,-0.19934899548511253,0.19934899548511253,0
1677804,536,Hyderabad,536077,Khairatabad-7,1780.0,1789.0,39310.0,6275.0,24.0,0.0,0.0,0.0,44249.0,1526.0,1153.0,4074.0,1.551604509973981,6.264541832669322,0.8529904974846283,45609.0,78.40907,17.448795,Active,Normal Shop,1,14.287944400119036,4.082599352685008,-1,1,Portability Hub,1.1362342413867519,0.41537026858722914,0.41537026858722914,0
1677806,536,Hyderabad,536077,Khairatabad-7,1717.0,1719.0,37452.0,6211.0,85.0,0.0,0.0,0.0,44624.5,1371.0,1159.0,3903.0,1.4831751509922346,6.029946868459185,0.7975567190226877,43748.0,78.431993,17.409204,Active,Normal Shop,1,14.32427606360126,6.050774861788985,-1,1,Portability Hub,1.1362342413867519,0.34694090960548274,0.34694090960548274,0
1677810,536,Hyderabad,536077,Khairatabad-7,1503.0,1503.0,32665.0,4620.0,115.0,0.0,0.0,0.0,33892.5,1126.0,1209.0,4066.0,1.2431761786600497,7.07034632034632,0.7491683300066534,37400.0,78.426414,17.428618,Active,Normal Shop,1,12.352120062565056,5.4509316283193545,-1,1,Portability Hub,1.1362342413867519,0.10694193727329782,0.10694193727329782,0
1677815,536,Hyderabad,536077,Khairatabad-7,1689.0,1691.0,36269.0,4896.0,82.0,0.0,0.0,0.0,35379.0,1321.0,1224.0,4240.0,1.3815359477124183,7.407883986928105,0.7811945594322885,41247.0,78.409838,17.411139,Active,Normal Shop,1,13.315607542802038,4.326877876730539,-1,1,Portability Hub,1.1362342413867519,0.2453017063256664,0.2453017063256664,0
1677817,536,Hyderabad,536077,Khairatabad-7,1616.0,1620.0,36841.0,6155.0,53.0,0.0,0.0,0.0,43800.5,1239.0,1006.0,3709.0,1.610337972166998,5.985540211210398,0.7648148148148148,43049.0,78.421327,17.44942,Active,Normal Shop,1,13.165296980687934,5.304624270636715,-1,1,Portability Hub,1.1362342413867519,0.47410373078024604,0.47410373078024604,0
1677818,536,Hyderabad,536077,Khairatabad-7,1654.0,1656.0,35839.0,4950.0,49.0,0.0,0.0,0.0,35311.5,1199.0,1251.0,4166.0,1.3237410071942446,7.2402020202020205,0.7240338164251208,40838.0,78.42806,17.434128,Active,Normal Shop,1,12.649962783259252,3.335810424564677,-1,1,Portability Hub,1.1362342413867519,0.1875067658074927,0.1875067658074927,0
1677822,536,Hyderabad,536077,Khairatabad-7,1694.0,1695.0,37019.0,5681.0,88.0,0.0,0.0,0.0,40955.0,1394.0,1199.0,4118.0,1.4136780650542118,6.516282344657631,0.8224188790560472,42788.0,78.42461,17.441508,Active,Normal Shop,1,14.06527656801825,5.506436459996288,-1,1,Portability Hub,1.1362342413867519,0.2774438236674599,0.2774438236674599,0
1678801,536,Hyderabad,536078,Begumpet-8,1384.0,1386.0,28593.0,4500.0,9.0,0.0,0.0,0.0,31621.5,739.0,1137.0,3914.0,1.2189973614775726,6.354,0.5331890331890332,33102.0,78.492798,17.439858,Active,Normal Shop,1,9.536109926160146,2.1808035866759723,-1,1,Portability Hub,1.1362342413867519,0.08276312009082076,0.08276312009082076,0
1678805,536,Hyderabad,536078,Begumpet-8,706.0,714.0,16003.0,2045.0,0.0,0.0,0.0,0.0,14315.0,561.0,1284.0,4715.0,0.5560747663551402,7.825427872860636,0.7857142857142857,18048.0,78.477825,17.447478,Active,Normal Shop,1,5.270293713446328,0.35131164928533076,-1,1,Portability Hub,1.1362342413867519,-0.5801594750316117,0.5801594750316117,1
1678810,536,Hyderabad,536078,Begumpet-8,854.0,860.0,20036.0,3369.0,89.0,0.0,0.0,0.0,24784.5,703.0,1283.0,4706.0,0.6703039750584567,5.947165330958741,0.8174418604651162,23494.0,78.477744,17.446746,Active,Normal Shop,1,8.192971902362492,4.376655310235954,-1,1,Portability Hub,1.1362342413867519,-0.46593026632829515,0.46593026632829515,0
1678812,536,Hyderabad,536078,Begumpet-8,1500.0,1505.0,33761.0,3795.0,72.0,0.0,0.0,0.0,27537.0,1206.0,1273.0,4630.0,1.1822466614296936,8.896179183135704,0.8013289036544851,37628.0,78.476232,17.446532,Active,Normal Shop,1,11.805410258375453,2.9434733142504736,-1,1,Portability Hub,1.1362342413867519,0.046012420042941704,0.046012420042941704,0
1678834,536,Hyderabad,536078,Begumpet-8,300.0,300.0,4803.0,1236.0,24.0,0.0,0.0,0.0,8976.0,212.0,859.0,3069.0,0.3492433061699651,3.8859223300970873,0.7066666666666667,6063.0,78.491809,17.429247,Active,Normal Shop,2,1.2679140769161152,1.9330756797382733,0,0,Low Volume Shops,0.9164043864139737,-0.5671610802440086,0.5671610802440086,1
1678838,536,Hyderabad,536078,Begumpet-8,528.0,533.0,11274.0,2448.0,23.0,0.0,0.0,0.0,17446.5,290.0,1370.0,4713.0,0.38905109489051093,4.605392156862745,0.5440900562851783,13745.0,78.496518,17.438215,Active,Normal Shop,2,4.490248655264545,1.678745955232516,-1,1,Low Volume Shops,0.9164043864139737,-0.5273532915234628,0.5273532915234628,0
1678855,536,Hyderabad,536078,Begumpet-8,372.0,372.0,8669.0,1720.0,8.0,0.0,0.0,0.0,12148.0,329.0,1328.0,5562.0,0.28012048192771083,5.040116279069768,0.8844086021505376,10397.0,78.497169,17.419395,Active,Normal Shop,2,3.7230857675404083,0.8069168225768072,-1,1,Low Volume Shops,0.9164043864139737,-0.6362839044862629,0.6362839044862629,1
1678857,536,Hyderabad,536078,Begumpet-8,1109.0,1109.0,26540.0,3575.0,27.0,0.0,0.0,0.0,25389.5,868.0,1299.0,5119.0,0.8537336412625096,7.4237762237762235,0.7826871055004508,30142.0,78.496592,17.414459,Active,Normal Shop,1,9.219041284191862,1.922323363831488,-1,1,Portability Hub,1.1362342413867519,-0.2825006001242423,0.2825006001242423,0
1678858,536,Hyderabad,536078,Begumpet-8,666.0,666.0,15228.0,2890.0,28.0,0.0,0.0,0.0,20608.0,497.0,1285.0,5168.0,0.5182879377431907,5.269204152249135,0.7462462462462462,18146.0,78.493096,17.419406,Active,Normal Shop,1,6.051802094336737,2.1738653156464594,0,0,Portability Hub,1.1362342413867519,-0.6179463036435612,0.6179463036435612,1
1678859,536,Hyderabad,536078,Begumpet-8,1708.0,1737.0,37947.0,5570.0,150.0,0.0,0.0,0.0,41015.0,1308.0,1282.0,4522.0,1.3549141965678626,6.812746858168762,0.7530224525043178,43667.0,78.480434,17.446247,Active,Normal Shop,1,14.96543273030236,6.982419480162259,-1,1,Portability Hub,1.1362342413867519,0.21867995518111072,0.21867995518111072,0
1678864,536,Hyderabad,536078,Begumpet-8,1148.0,1148.0,25782.0,4123.0,113.0,0.0,0.0,0.0,30386.5,895.0,1218.0,4229.0,0.9425287356321839,6.25321367935969,0.7796167247386759,30018.0,78.495495,17.490936,Active,Normal Shop,1,10.239464409945437,5.5411573560951,-1,1,Portability Hub,1.1362342413867519,-0.19370550575456802,0.19370550575456802,0
1678868,536,Hyderabad,536078,Begumpet-8,943.0,952.0,20707.0,3640.0,36.0,0.0,0.0,0.0,25966.0,395.0,1163.0,4174.0,0.8185726569217541,5.6887362637362635,0.41491596638655465,24383.0,78.499014,17.460093,Active,Normal Shop,1,7.016789961863051,2.7407482639135416,-1,1,Portability Hub,1.1362342413867519,-0.3176615844649978,0.3176615844649978,0
1678873,536,Hyderabad,536078,Begumpet-8,1172.0,1173.0,25120.0,4720.0,112.0,0.0,0.0,0.0,34552.0,701.0,832.0,2793.0,1.4098557692307692,5.322033898305085,0.597612958226769,29952.0,78.499287,17.451812,Active,Normal Shop,1,9.26930948711961,6.767555138273016,-1,1,Portability Hub,1.1362342413867519,0.2736215278440173,0.2736215278440173,0
1678876,536,Hyderabad,536078,Begumpet-8,1226.0,1229.0,26861.0,3500.0,75.0,0.0,0.0,0.0,25512.5,588.0,1086.0,3728.0,1.1316758747697975,7.674571428571428,0.47843775427176566,30436.0,78.510213,17.471141,Active,Normal Shop,1,8.712699338592099,3.4003204632222044,-1,1,Portability Hub,1.1362342413867519,-0.004558366616954412,0.004558366616954412,0
1678895,536,Hyderabad,536078,Begumpet-8,1144.0,1163.0,25142.0,996.0,106.0,0.0,0.0,0.0,8403.0,1002.0,1271.0,4443.0,0.9150275373721479,25.2429718875502,0.8615649183147034,26244.0,78.476751,17.448529,Active,Normal Shop,1,8.280193003264099,1.6440120615507823,-1,1,Portability Hub,1.1362342413867519,-0.22120670401460396,0.22120670401460396,0
1679903,536,Hyderabad,536079,Secunderabad-9,1460.0,1476.0,31954.0,5157.0,18.0,0.0,0.0,0.0,36342.0,641.0,1399.0,4648.0,1.0550393137955683,6.196238122939693,0.4342818428184282,37129.0,78.500804,17.437391,Active,Normal Shop,1,11.024937635800498,2.4130612172688637,-1,1,Portability Hub,1.1362342413867519,-0.08119492759118363,0.08119492759118363,0
1679905,536,Hyderabad,536079,Secunderabad-9,1240.0,1288.0,28412.0,4600.0,70.0,0.0,0.0,0.0,33145.0,1056.0,957.0,3351.0,1.3458725182863114,6.176521739130434,0.8198757763975155,33082.0,78.511695,17.418114,Active,Normal Shop,1,10.209100257822925,5.025901663955187,-1,1,Portability Hub,1.1362342413867519,0.2096382768995595,0.2096382768995595,0
1679909,536,Hyderabad,536079,Secunderabad-9,1612.0,1622.0,38081.0,5100.0,73.0,0.0,0.0,0.0,36685.5,1193.0,1041.0,3872.0,1.5581171950048032,7.466862745098039,0.7355117139334155,43254.0,78.501313,17.418721,Active,Normal Shop,1,12.81856819602729,4.526383797638364,-1,1,Portability Hub,1.1362342413867519,0.4218829536180513,0.4218829536180513,0
1679929,536,Hyderabad,536079,Secunderabad-9,1641.0,1656.0,36029.0,4570.0,102.0,0.0,0.0,0.0,33367.0,1471.0,1221.0,4179.0,1.3562653562653562,7.883807439824945,0.8882850241545893,40701.0,78.516653,17.426779,Active,Normal Shop,1,13.44455788739219,4.781385834750459,-1,1,Portability Hub,1.1362342413867519,0.22003111487860427,0.22003111487860427,0
1679941,536,Hyderabad,536079,Secunderabad-9,128.0,128.0,3000.0,2.0,0.0,0.0,0.0,0.0,14.0,118.0,1204.0,4225.0,0.10631229235880399,1500.0,0.921875,3002.0,78.519042,17.418026,Active,Normal Shop,2,0.7237598147713977,-0.17724426648522235,-1,1,Low Volume Shops,0.9164043864139737,-0.8100920940551697,0.8100920940551697,1
1679951,536,Hyderabad,536079,Secunderabad-9,1165.0,1165.0,25683.0,1020.0,73.0,0.0,0.0,0.0,8125.5,877.0,1216.0,4290.0,0.9580592105263158,25.179411764705883,0.7527896995708154,26776.0,78.543013,17.435449,Active,Normal Shop,1,7.632740100942597,0.5748882418511897,-1,1,Portability Hub,1.1362342413867519,-0.17817503086043607,0.17817503086043607,0
1679952,536,Hyderabad,536079,Secunderabad-9,587.0,588.0,13336.0,520.0,44.0,0.0,0.0,0.0,4234.0,529.0,1204.0,4226.0,0.4883720930232558,25.646153846153847,0.8996598639455783,13900.0,78.533806,17.437684,Active,Normal Shop,2,3.9470576396832566,0.5097146767357676,-1,1,Low Volume Shops,0.9164043864139737,-0.4280322933907179,0.4280322933907179,0
1679956,536,Hyderabad,536079,Secunderabad-9,1095.0,1097.0,25003.0,2000.0,89.0,0.0,0.0,0.0,15201.5,845.0,1199.0,4141.0,0.9149291075896581,12.5015,0.7702825888787602,27092.0,78.542124,17.43918,Active,Normal Shop,1,8.163026746308066,2.418062107772238,-1,1,Portability Hub,1.1362342413867519,-0.22130513379709382,0.22130513379709382,0
1679958,536,Hyderabad,536079,Secunderabad-9,544.0,547.0,12315.0,540.0,44.0,0.0,0.0,0.0,4374.0,478.0,1012.0,3510.0,0.5405138339920948,22.805555555555557,0.8738574040219378,12899.0,78.533782,17.437556,Active,Normal Shop,2,3.1837819604095943,0.9787378331243373,-1,1,Low Volume Shops,0.9164043864139737,-0.37589055242187885,0.37589055242187885,0
1679962,536,Hyderabad,536079,Secunderabad-9,866.0,903.0,19832.0,4000.0,94.0,0.0,0.0,0.0,29269.0,638.0,1235.0,4291.0,0.7311740890688259,4.958,0.7065337763012182,23926.0,78.53105,17.439462,Active,Normal Shop,1,8.361010309825252,5.293941606537732,-1,1,Portability Hub,1.1362342413867519,-0.405060152317926,0.405060152317926,0
1679963,536,Hyderabad,536079,Secunderabad-9,1701.0,1701.0,37533.0,3720.0,112.0,0.0,0.0,0.0,27552.0,1255.0,1210.0,4252.0,1.405785123966942,10.089516129032258,0.737801293356849,41365.0,78.532124,17.439677,Active,Normal Shop,1,12.884844170871247,3.7733774215935676,-1,1,Portability Hub,1.1362342413867519,0.2695508825801902,0.2695508825801902,0
1679977,536,Hyderabad,536079,Secunderabad-9,1223.0,1228.0,27575.0,4565.0,114.0,0.0,0.0,0.0,33494.0,1038.0,1015.0,3537.0,1.2098522167487684,6.04052573932092,0.8452768729641694,32254.0,78.518544,17.446045,Active,Normal Shop,1,10.658861489767085,6.367184253152354,-1,1,Portability Hub,1.1362342413867519,0.07361797536201653,0.07361797536201653,0
1679978,536,Hyderabad,536079,Secunderabad-9,1015.0,1023.0,22417.0,2000.0,78.0,0.0,0.0,0.0,15053.0,947.0,1099.0,3701.0,0.9308462238398544,11.2085,0.9257086999022482,24495.0,78.520133,17.443171,Active,Normal Shop,1,7.549945832352965,2.651756877768482,-1,1,Portability Hub,1.1362342413867519,-0.2053880175468975,0.2053880175468975,0
1679980,536,Hyderabad,536079,Secunderabad-9,998.0,998.0,22391.0,3588.0,91.0,0.0,0.0,0.0,26344.5,718.0,893.0,3097.0,1.1175811870100785,6.240523968784839,0.7194388777555111,26070.0,78.507168,17.447395,Active,Normal Shop,1,7.841108284541615,5.110007443875497,-1,1,Portability Hub,1.1362342413867519,-0.018653054376673417,0.018653054376673417,0
1679981,536,Hyderabad,536079,Secunderabad-9,914.0,919.0,21716.0,2500.0,148.0,0.0,0.0,0.0,19498.0,757.0,1095.0,3794.0,0.8392694063926941,8.6864,0.823721436343852,24364.0,78.517872,17.444235,Active,Normal Shop,1,8.11919188991488,5.476092696473901,-1,1,Portability Hub,1.1362342413867519,-0.2969648349940578,0.2969648349940578,0
1679986,536,Hyderabad,536079,Secunderabad-9,1045.0,1051.0,23142.0,3500.0,108.0,0.0,0.0,0.0,25958.0,910.0,1141.0,3897.0,0.9211218229623137,6.612,0.8658420551855376,26750.0,78.516525,17.445054,Active,Normal Shop,1,9.112485478891061,5.141208852069947,-1,1,Portability Hub,1.1362342413867519,-0.21511241842443818,0.21511241842443818,0
1679988,536,Hyderabad,536079,Secunderabad-9,1462.0,1475.0,33500.0,6402.0,50.0,0.0,0.0,0.0,45489.0,1173.0,1226.0,4368.0,1.2030995106035889,5.232739768822243,0.7952542372881356,39952.0,78.515341,17.414123,Active,Normal Shop,1,13.046080495649264,5.4830617653463944,-1,1,Portability Hub,1.1362342413867519,0.066865269216837,0.066865269216837,0
1679989,536,Hyderabad,536079,Secunderabad-9,831.0,841.0,18733.0,830.0,41.0,0.0,0.0,0.0,6363.5,640.0,1092.0,3721.0,0.7701465201465202,22.569879518072288,0.760998810939358,19604.0,78.512033,17.44289,Active,Normal Shop,2,4.987076427079332,0.34289824428327514,-1,1,Low Volume Shops,0.9164043864139737,-0.14625786626745352,0.14625786626745352,0
1679993,536,Hyderabad,536079,Secunderabad-9,1600.0,1609.0,35128.0,4200.0,60.0,0.0,0.0,0.0,30210.0,1380.0,1218.0,4296.0,1.3210180623973728,8.363809523809524,0.8576755748912368,39388.0,78.518532,17.417741,Active,Normal Shop,1,12.399331287528286,3.0595660802982865,-1,1,Portability Hub,1.1362342413867519,0.18478382101062096,0.18478382101062096,0
1679998,536,Hyderabad,536079,Secunderabad-9,687.0,702.0,16233.0,54.0,0.0,0.0,0.0,0.0,378.0,568.0,1137.0,3856.0,0.6174142480211082,300.6111111111111,0.8091168091168092,16287.0,78.513697,17.442348,Active,Normal Shop,2,3.4821560726349112,-1.553775914099008,-1,1,Low Volume Shops,0.9164043864139737,-0.2989901383928655,0.2989901383928655,0
1705005,535,Medak,535005,Regode,110.0,110.0,2158.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,197.0,654.0,0.5583756345177665,0.0,0.02727272727272727,2158.0,77.883996,17.994444,Active,Normal Shop,0,-3.0354297224943476,0.8456601609166369,0,0,High Utilization Shops,1.1202724129566903,-0.5618967784389238,0.5618967784389238,1
1705007,535,Medak,535005,Regode,179.0,179.0,3432.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,316.0,995.0,0.5664556962025317,0.0,0.055865921787709494,3432.0,77.878234,17.966125,Active,Normal Shop,0,-2.4435263780830927,0.5021726263820461,0,0,High Utilization Shops,1.1202724129566903,-0.5538167167541587,0.5538167167541587,1
1705029,535,Medak,535005,Regode,139.0,139.0,3311.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,323.0,1352.0,0.43034055727554177,0.0,0.06474820143884892,3311.0,77.867681,17.947013,Active,Normal Shop,0,-2.409897609567578,0.4831244012675106,0,0,High Utilization Shops,1.1202724129566903,-0.6899318556811486,0.6899318556811486,1
1706014,535,Medak,535006,Shankarampet (A),251.0,252.0,5410.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,473.0,1597.0,0.53276955602537,0.0,0.03968253968253968,5410.0,77.859407,18.057488,Active,Normal Shop,0,-1.6741844015921572,-0.012743180168252611,0,0,High Utilization Shops,1.1202724129566903,-0.5875028569313203,0.5875028569313203,1
1706021,535,Medak,535006,Shankarampet (A),75.0,75.0,1769.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,137.0,495.0,0.5474452554744526,0.0,0.08,1769.0,78.05134,17.86894,Active,Normal Shop,0,-3.2442728025396668,1.054767591646753,0,0,High Utilization Shops,1.1202724129566903,-0.5728271574822378,0.5728271574822378,1
1706028,535,Medak,535006,Shankarampet (A),142.0,142.0,2791.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,349.0,1175.0,0.4068767908309456,0.0,0.1056338028169014,2791.0,77.911698,18.020356,Active,Normal Shop,0,-2.44895254298986,0.5447193650397295,0,0,High Utilization Shops,1.1202724129566903,-0.7133956221257447,0.7133956221257447,1
1707029,535,Medak,535007,Alladurg,124.0,124.0,2842.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,302.0,978.0,0.4105960264900662,0.0,0.2661290322580645,2842.0,77.928008,17.962105,Active,Normal Shop,0,-2.468910396379396,0.7850115648242209,0,0,High Utilization Shops,1.1202724129566903,-0.7096763864666241,0.7096763864666241,1
1708027,535,Medak,535008,Tekmal,99.0,99.0,2470.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,174.0,717.0,0.5689655172413793,0.0,0.04040404040404041,2470.0,78.044679,18.007939,Active,Normal Shop,0,-3.0236804017432948,0.8685156162521827,0,0,High Utilization Shops,1.1202724129566903,-0.551306895715311,0.551306895715311,1
1709019,535,Medak,535009,Papannapet,235.0,236.0,4780.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,502.0,1714.0,0.4701195219123506,0.0,0.0211864406779661,4780.0,78.136389,18.019983,Active,Normal Shop,0,-1.7205489725217968,-0.03421790471988097,0,0,High Utilization Shops,1.1202724129566903,-0.6501528910443397,0.6501528910443397,1
1709032,535,Medak,535009,Papannapet,198.0,200.0,4619.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,406.0,1403.0,0.49261083743842365,0.0,0.3,4619.0,78.019517,18.079365,Active,Normal Shop,0,-1.7705960472822606,0.4176337693998507,0,0,High Utilization Shops,1.1202724129566903,-0.6276615755182666,0.6276615755182666,1
1710007,535,Medak,535010,Kulcharam,272.0,272.0,5984.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,484.0,1677.0,0.5619834710743802,0.0,0.3897058823529412,5984.0,78.17089,17.943369,Active,Normal Shop,0,-1.1389534066247968,0.1794134312173206,0,0,High Utilization Shops,1.1202724129566903,-0.5582889418823102,0.5582889418823102,1
1712006,535,Medak,535012,Shankarampet (R),110.0,110.0,2826.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,249.0,1005.0,0.44176706827309237,0.0,0.06363636363636363,2826.0,78.367472,18.001137,Active,Normal Shop,0,-2.745481819491617,0.7058883559061031,0,0,High Utilization Shops,1.1202724129566903,-0.678505344683598,0.678505344683598,1
1712008,535,Medak,535012,Shankarampet (R),221.0,221.0,5058.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,443.0,1527.0,0.49887133182844245,0.0,0.027149321266968326,5058.0,78.39045,18.01796,Active,Normal Shop,0,-1.8586873652797284,0.08642437022562385,0,0,High Utilization Shops,1.1202724129566903,-0.6214010811282479,0.6214010811282479,1
1723035,535,Medak,535023,Chegunta,840.0,844.0,17340.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,547.0,1920.0,1.5429616087751372,0.0,0.5639810426540285,17340.0,78.461332,17.971752,Active,Normal Shop,2,2.1370774114151323,-1.056429858119659,0,0,Low Volume Shops,0.9164043864139737,0.6265572223611635,0.6265572223611635,1
1724031,535,Medak,535024,Yeldurthy,73.0,73.0,1553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,522.0,0.4620253164556962,0.0,0.0,1553.0,78.397689,17.863874,Active,Normal Shop,0,-3.304451475598887,0.9789122965716385,0,0,High Utilization Shops,1.1202724129566903,-0.6582470965009941,0.6582470965009941,1
1784018,535,Medak,535011,Medak,274.0,274.0,6100.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,577.0,2025.0,0.4748700173310225,0.0,0.7043795620437956,6100.0,78.264945,18.034188,Active,Normal Shop,0,-0.5375348114678139,0.24078874523948235,0,0,High Utilization Shops,1.1202724129566903,-0.6454023956256678,0.6454023956256678,1
1788022,535,Medak,535088,Haveli Ghanpur,347.0,348.0,7812.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,634.0,2214.0,0.5488958990536278,0.0,0.040229885057471264,7812.0,78.318063,18.108246,Active,Normal Shop,0,-0.777531317974102,-0.5757677256030422,0,0,High Utilization Shops,1.1202724129566903,-0.5713765139030625,0.5713765139030625,1
1791009,535,Medak,535091,Manoharabad,630.0,633.0,13737.0,0.0,0.0,0.0,24.0,0.0,840.0,220.0,613.0,2097.0,1.032626427406199,0.0,0.34755134281200634,13761.0,78.467809,17.766094,Active,Normal Shop,2,1.009722266659373,-1.3234672260020421,-1,1,Low Volume Shops,0.9164043864139737,0.11622204099222522,0.11622204099222522,0
1801008,533,Nizamabad,533001,Ranjal,604.0,605.0,12553.0,0.0,0.0,0.0,111.0,0.0,3885.0,262.0,648.0,2186.0,0.933641975308642,0.0,0.43305785123966944,12664.0,77.909834,18.77575,Active,Normal Shop,2,1.3084168068330029,-2.6474294920678623,-1,1,Low Volume Shops,0.9164043864139737,0.01723758889466831,0.01723758889466831,0
1807017,533,Nizamabad,533007,Kammarpally,814.0,815.0,16047.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,509.0,1701.0,1.6011787819253438,0.0,0.6257668711656442,16047.0,78.509055,18.83559,Active,Normal Shop,2,1.9031881532856356,-0.8124129885001296,0,0,Low Volume Shops,0.9164043864139737,0.6847743955113701,0.6847743955113701,1
1838005,533,Nizamabad,533038,Mosra,222.0,222.0,4583.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,423.0,1371.0,0.524822695035461,0.0,0.5045045045045045,4583.0,0.0,0.0,Active,Normal Shop,0,-1.4903522696324514,0.535323477428924,0,0,High Utilization Shops,1.1202724129566903,-0.5954497179212294,0.5954497179212294,1
1881044,533,Nizamabad,533012,Nizamabad,1841.0,1841.0,45968.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,2116.0,8484.0,0.8700378071833649,0.0,0.7436175991309071,45968.0,78.08291,18.666358,Active,Normal Shop,1,12.951339137619819,-6.624156733516471,-1,1,Portability Hub,1.1362342413867519,-0.266196434203387,0.266196434203387,0
1881086,533,Nizamabad,533012,Nizamabad,274.0,274.0,5570.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,553.0,2060.0,0.49547920433996384,0.0,0.8394160583941606,5570.0,78.088256,18.662056,Active,Normal Shop,0,-0.46078402649042727,0.3896529462815674,0,0,High Utilization Shops,1.1202724129566903,-0.6247932086167265,0.6247932086167265,1
